"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"197","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"350","A","A","A","A","AB","A","B","AB","AB","A","AB","A","A","AB","B","LowRisk"
"50","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"201","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","LowRisk"
"144","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"425","A","C","C","A","AB","A","AB","B","C","AB","A","A","BC","B","BC","MediumRisk"
"234","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","LowRisk"
"421","A","B","AB","B","AB","A","AB","A","C","A","B","A","B","BC","B","MediumRisk"
"519","A","BC","A","A","B","A","AB","BC","BC","C","AB","BC","C","AB","D","MediumRisk"
"411","A","C","A","BC","B","A","AB","B","C","B","AB","BC","C","B","C","MediumRisk"
"227","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","LowRisk"
"573","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"324","A","B","A","A","A","A","A","AB","AB","A","A","A","BC","A","B","LowRisk"
"365","A","A","A","A","AB","AB","AB","AB","AB","A","B","A","A","A","A","LowRisk"
"1","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"243","AB","B","AB","A","BC","A","B","B","B","AB","AB","B","C","AB","A","LowRisk"
"113","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"194","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"312","AB","B","A","A","AB","A","AB","A","B","A","AB","A","B","A","B","LowRisk"
"179","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"57","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"124","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"337","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"211","AB","A","A","A","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"396","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","MediumRisk"
"52","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"218","A","AB","A","A","AB","A","AB","A","A","AB","AB","B","B","A","B","LowRisk"
"492","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","MediumRisk"
"445","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","MediumRisk"
"441","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","MediumRisk"
"87","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"532","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","MediumRisk"
"323","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"170","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"582","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","MediumRisk"
"158","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"92","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"383","A","B","C","B","AB","AB","D","AB","BC","B","BC","AB","A","AB","B","LowRisk"
"46","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"228","A","BC","A","B","B","B","AB","BC","BC","AB","A","B","B","AB","BC","LowRisk"
"249","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","LowRisk"
"291","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","LowRisk"
"557","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","MediumRisk"
"534","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","MediumRisk"
"584","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"233","A","AB","A","A","BC","A","A","A","AB","A","B","AB","B","A","A","LowRisk"
"428","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","MediumRisk"
"439","A","C","B","C","AB","A","BC","D","D","C","B","BC","C","B","D","MediumRisk"
"485","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","MediumRisk"
"196","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","LowRisk"
"71","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"498","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","MediumRisk"
"537","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"29","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"448","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","MediumRisk"
"340","A","A","A","B","A","A","A","AB","A","A","A","A","A","A","A","LowRisk"
"67","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"258","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","LowRisk"
