"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"306","A","AB","A","A","AB","AB","BC","B","BC","BC","BC","A","A","A","AB","MediumRisk"
"261","A","AB","B","AB","AB","A","AB","A","BC","A","A","A","B","AB","A","MediumRisk"
"206","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"114","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"194","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"162","A","AB","A","A","A","A","A","A","A","A","A","A","B","A","AB","LowRisk"
"182","A","A","A","B","AB","A","AB","AB","A","A","A","A","A","A","A","LowRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"121","AB","AB","A","A","BC","A","AB","A","AB","A","AB","AB","BC","BC","A","LowRisk"
"56","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"96","A","D","BC","B","B","A","BC","C","D","C","D","A","B","AB","BC","HighRisk"
"273","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","MediumRisk"
"88","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","HighRisk"
"28","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"61","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","HighRisk"
"165","A","B","A","A","A","A","A","AB","AB","A","A","A","BC","A","B","LowRisk"
"103","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","HighRisk"
"193","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"25","A","C","A","BC","B","A","AB","B","C","B","AB","BC","C","B","C","HighRisk"
"106","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","HighRisk"
"238","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","MediumRisk"
"263","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","MediumRisk"
"260","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","MediumRisk"
"42","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"31","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"155","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"81","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"250","A","B","A","A","A","A","AB","B","B","AB","A","B","B","A","B","MediumRisk"
"279","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","MediumRisk"
"283","A","AB","A","A","AB","A","AB","B","B","A","AB","B","B","A","B","MediumRisk"
"181","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"22","A","C","A","B","AB","A","A","B","A","A","A","A","BC","B","C","HighRisk"
