"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"447","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","MediumRisk"
"274","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","LowRisk"
"189","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"302","A","B","A","A","A","A","A","B","B","A","AB","A","BC","A","BC","LowRisk"
"149","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"474","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","MediumRisk"
"102","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"171","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"453","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","MediumRisk"
"476","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","MediumRisk"
"42","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"495","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","MediumRisk"
"315","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"282","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"405","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","MediumRisk"
"562","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","MediumRisk"
"334","A","BC","A","A","AB","A","AB","BC","D","C","C","A","AB","AB","BC","LowRisk"
"236","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"297","A","B","AB","AB","B","A","AB","B","B","A","AB","A","BC","AB","C","LowRisk"
"369","A","A","AB","A","AB","A","AB","B","C","BC","B","A","A","AB","AB","LowRisk"
"353","A","BC","AB","A","AB","AB","BC","C","D","C","C","A","AB","AB","B","LowRisk"
"438","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","MediumRisk"
"477","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","MediumRisk"
"139","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"182","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"5","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"556","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","MediumRisk"
"372","A","BC","A","A","A","A","B","C","BC","BC","C","A","A","AB","A","LowRisk"
"462","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","MediumRisk"
"105","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"34","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"108","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"320","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","LowRisk"
"449","A","C","BC","B","BC","A","BC","C","D","C","AB","B","BC","AB","D","MediumRisk"
"216","A","AB","A","A","B","A","A","A","A","AB","A","AB","C","A","B","LowRisk"
"168","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"107","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"48","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"433","A","C","AB","A","B","A","BC","C","D","D","B","A","C","A","D","MediumRisk"
"246","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"93","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"190","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"480","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","MediumRisk"
"214","AB","AB","A","A","B","A","AB","A","AB","B","AB","B","B","A","B","LowRisk"
"151","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"275","A","BC","A","AB","AB","A","AB","AB","BC","A","AB","A","B","AB","B","LowRisk"
"159","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"150","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"543","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","MediumRisk"
"311","A","B","A","A","B","A","A","B","B","A","AB","A","BC","AB","BC","LowRisk"
"533","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"173","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"111","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"262","AB","AB","A","A","AB","A","A","A","A","A","A","AB","AB","A","A","LowRisk"
"77","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"357","A","AB","AB","A","AB","A","AB","AB","B","B","B","A","AB","AB","AB","LowRisk"
"308","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"423","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","MediumRisk"
"254","A","A","A","AB","AB","B","AB","A","AB","AB","A","B","AB","A","B","LowRisk"
