"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"20","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"327","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"279","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","LowRisk"
"333","A","A","AB","B","A","A","B","A","AB","A","B","A","A","A","A","LowRisk"
"183","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","HighRisk"
"118","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"125","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"84","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","HighRisk"
"15","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"168","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"25","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"7","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"331","A","B","A","A","AB","A","A","C","C","BC","C","A","AB","AB","AB","LowRisk"
"363","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"152","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"6","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"68","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"313","A","B","A","AB","C","A","AB","B","AB","A","AB","A","B","A","B","LowRisk"
"157","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"8","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","HighRisk"
"171","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"308","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"250","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","LowRisk"
"238","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","LowRisk"
"228","A","BC","A","B","B","B","AB","BC","BC","AB","A","B","B","AB","BC","LowRisk"
"147","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"96","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"283","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","LowRisk"
"239","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","LowRisk"
"388","A","AB","A","B","B","A","B","AB","B","AB","BC","A","AB","A","AB","LowRisk"
"253","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","LowRisk"
"200","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","LowRisk"
"156","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"14","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","HighRisk"
"89","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"280","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","LowRisk"
"275","A","BC","A","AB","AB","A","AB","AB","BC","A","AB","A","B","AB","B","LowRisk"
"265","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","LowRisk"
"292","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
