"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"66","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"314","A","B","A","A","A","A","A","BC","BC","A","AB","A","B","A","A","LowRisk"
"506","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","MediumRisk"
"464","A","BC","B","B","AB","B","BC","C","D","BC","D","B","A","A","B","MediumRisk"
"544","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","MediumRisk"
"478","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"207","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"497","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","MediumRisk"
"255","A","B","BC","BC","AB","A","B","B","BC","B","A","A","BC","BC","B","LowRisk"
"296","A","BC","A","AB","A","A","A","B","AB","A","A","A","AB","B","BC","LowRisk"
"309","A","AB","B","A","A","A","AB","B","BC","BC","BC","B","C","A","BC","LowRisk"
"545","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"210","A","AB","B","A","BC","A","AB","A","AB","AB","A","B","BC","B","B","LowRisk"
"349","A","B","AB","A","AB","B","B","B","D","BC","BC","A","AB","B","B","LowRisk"
"137","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"163","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"527","A","B","AB","A","B","AB","A","C","D","C","C","A","B","A","A","MediumRisk"
"364","A","A","A","B","AB","A","AB","AB","A","A","A","A","A","A","A","LowRisk"
"84","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"550","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","MediumRisk"
"494","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","MediumRisk"
"331","A","B","A","A","AB","A","A","C","C","BC","C","A","AB","AB","AB","LowRisk"
"511","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","MediumRisk"
"575","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","MediumRisk"
"212","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","LowRisk"
"318","A","AB","A","A","A","A","A","A","A","A","A","A","B","A","AB","LowRisk"
"188","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"375","A","A","AB","A","AB","A","AB","AB","B","AB","AB","A","A","A","A","LowRisk"
"581","A","BC","A","A","B","A","AB","BC","BC","C","AB","BC","C","AB","D","MediumRisk"
"530","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","MediumRisk"
"414","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","MediumRisk"
"167","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"413","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","MediumRisk"
"456","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","MediumRisk"
"400","A","C","AB","AB","B","A","A","BC","A","B","AB","B","BC","B","D","MediumRisk"
"270","A","BC","AB","AB","A","B","AB","B","B","AB","A","A","C","AB","BC","LowRisk"
"45","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"208","A","B","A","A","A","A","A","BC","AB","A","A","AB","BC","AB","BC","LowRisk"
"580","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","MediumRisk"
"125","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"165","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"300","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","LowRisk"
"10","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"359","A","B","AB","A","AB","A","B","BC","BC","BC","C","A","A","AB","AB","LowRisk"
"292","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"427","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","MediumRisk"
"343","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"6","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"115","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"177","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"482","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"134","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"277","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"409","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","MediumRisk"
"293","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"117","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"475","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","MediumRisk"
"499","A","C","A","BC","B","A","AB","B","C","B","AB","BC","C","B","C","MediumRisk"
"555","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","MediumRisk"
