"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"93","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","HighRisk"
"27","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"229","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","MediumRisk"
"47","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"161","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"23","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"230","AB","AB","A","A","B","A","AB","A","AB","B","AB","B","B","A","B","MediumRisk"
"252","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","MediumRisk"
"128","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"171","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"326","A","A","AB","B","AB","A","BC","AB","BC","BC","AB","A","A","AB","AB","MediumRisk"
"11","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","HighRisk"
"184","A","B","AB","A","B","B","AB","B","B","BC","B","A","A","AB","B","LowRisk"
"222","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","MediumRisk"
"207","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"200","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"318","A","BC","AB","B","AB","AB","AB","C","BC","BC","D","A","A","A","A","MediumRisk"
"293","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","MediumRisk"
"148","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"288","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","MediumRisk"
"5","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"111","A","B","A","A","BC","B","AB","A","B","A","AB","AB","BC","B","AB","LowRisk"
"289","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","MediumRisk"
"191","A","A","A","B","A","A","AB","AB","AB","AB","A","A","A","A","A","LowRisk"
"172","A","A","AB","A","B","A","BC","AB","C","B","B","A","A","A","A","LowRisk"
"251","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","MediumRisk"
"152","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"159","A","B","A","AB","C","A","AB","B","AB","A","AB","A","B","A","B","LowRisk"
"89","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"248","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","MediumRisk"
"277","A","BC","A","AB","A","A","A","B","AB","A","A","A","AB","B","BC","MediumRisk"
"51","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"16","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
