"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"468","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","MediumRisk"
"267","A","C","B","C","AB","A","A","B","B","BC","A","B","AB","AB","BC","LowRisk"
"11","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"94","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"316","A","B","AB","A","AB","A","A","AB","AB","AB","AB","B","AB","A","AB","LowRisk"
"585","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"521","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","MediumRisk"
"252","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","LowRisk"
"386","A","A","A","B","A","A","AB","AB","AB","AB","A","A","A","A","A","LowRisk"
"512","A","C","BC","A","A","A","B","C","D","D","AB","AB","D","A","D","MediumRisk"
"142","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"452","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","MediumRisk"
"253","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","LowRisk"
"112","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"338","A","B","AB","A","AB","A","A","BC","D","C","BC","A","AB","A","AB","LowRisk"
"481","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","MediumRisk"
"435","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","MediumRisk"
"12","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"13","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"470","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","MediumRisk"
"362","A","BC","A","A","BC","A","B","C","BC","C","BC","A","AB","AB","BC","LowRisk"
"180","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"238","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","LowRisk"
"317","A","B","A","A","A","A","AB","A","A","A","AB","A","BC","A","B","LowRisk"
"219","A","BC","A","AB","B","A","A","B","AB","AB","AB","A","AB","A","B","LowRisk"
"376","A","B","A","A","AB","A","BC","BC","BC","B","D","AB","AB","AB","AB","LowRisk"
"132","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"90","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"129","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"567","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","MediumRisk"
"60","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"531","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","MediumRisk"
"131","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"570","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","MediumRisk"
"454","A","BC","B","A","B","B","B","C","D","C","D","B","A","AB","B","MediumRisk"
"114","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"392","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","MediumRisk"
"147","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"471","A","B","AB","A","B","AB","A","C","D","C","C","A","B","A","A","MediumRisk"
"40","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"366","A","B","AB","A","B","B","AB","B","B","BC","B","A","A","AB","B","LowRisk"
"157","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"35","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"429","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","MediumRisk"
"63","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"287","A","BC","AB","AB","AB","A","B","A","C","A","AB","A","BC","AB","AB","LowRisk"
"209","A","B","A","B","AB","B","AB","AB","A","A","A","A","B","AB","B","LowRisk"
"99","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"103","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"336","A","B","BC","B","B","A","A","BC","C","BC","BC","A","A","AB","AB","LowRisk"
"295","A","BC","A","A","A","A","A","AB","B","A","AB","A","B","A","B","LowRisk"
"347","A","AB","A","A","AB","AB","BC","B","BC","BC","BC","A","A","A","AB","LowRisk"
"507","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","MediumRisk"
"566","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","MediumRisk"
"276","A","BC","AB","A","AB","A","A","B","AB","AB","AB","A","B","A","C","LowRisk"
"346","A","A","A","B","AB","A","AB","B","BC","A","A","AB","A","AB","A","LowRisk"
"455","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","MediumRisk"
"41","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
