"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"560","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","MediumRisk"
"303","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"38","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"412","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","MediumRisk"
"520","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","MediumRisk"
"381","B","C","B","A","AB","AB","B","C","BC","BC","C","A","AB","AB","AB","LowRisk"
"96","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"74","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"345","A","A","AB","A","B","A","BC","AB","C","B","B","A","A","A","A","LowRisk"
"393","A","BC","BC","BC","AB","B","A","BC","C","C","AB","C","C","BC","D","MediumRisk"
"279","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","LowRisk"
"542","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","MediumRisk"
"69","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"373","A","BC","A","A","A","A","BC","AB","B","B","C","A","AB","AB","B","LowRisk"
"549","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","MediumRisk"
"43","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"4","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"419","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","MediumRisk"
"479","A","B","AB","AB","AB","A","A","B","BC","A","AB","A","BC","A","D","MediumRisk"
"91","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"230","B","BC","A","A","B","A","A","BC","AB","B","A","A","BC","A","C","LowRisk"
"415","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","MediumRisk"
"271","AB","C","A","D","AB","A","AB","B","B","BC","A","B","C","A","C","LowRisk"
"510","A","D","BC","B","B","A","B","BC","D","BC","BC","B","C","BC","D","MediumRisk"
"203","A","AB","AB","AB","B","A","AB","AB","AB","A","AB","A","B","AB","B","LowRisk"
"484","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","MediumRisk"
"285","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"268","A","BC","AB","AB","AB","A","A","B","BC","AB","A","A","BC","A","B","LowRisk"
"502","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"120","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"156","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"76","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"204","AB","AB","B","AB","B","A","B","A","B","A","A","A","AB","A","A","LowRisk"
"378","A","A","AB","A","A","A","A","B","AB","AB","B","A","A","AB","AB","LowRisk"
"183","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"37","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"329","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","LowRisk"
"19","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"304","A","A","A","A","AB","A","AB","A","B","AB","AB","AB","B","A","B","LowRisk"
"191","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"58","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"569","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","MediumRisk"
"561","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","MediumRisk"
"352","A","BC","A","A","AB","A","AB","BC","AB","B","BC","A","A","A","A","LowRisk"
"488","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","MediumRisk"
"508","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","MediumRisk"
"553","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","MediumRisk"
"307","A","AB","AB","A","A","A","A","AB","A","A","A","A","AB","A","B","LowRisk"
"213","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","LowRisk"
"223","A","AB","A","B","B","B","A","A","A","A","AB","A","AB","AB","A","LowRisk"
"26","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"321","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"434","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","MediumRisk"
"72","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"283","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","LowRisk"
"394","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","MediumRisk"
"15","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"61","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
