"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"469","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","MediumRisk"
"355","A","B","AB","A","AB","BC","BC","C","C","BC","BC","AB","AB","AB","AB","LowRisk"
"406","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","MediumRisk"
"407","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","MediumRisk"
"294","A","AB","AB","A","A","A","A","A","AB","A","A","A","B","A","A","LowRisk"
"473","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","MediumRisk"
"229","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","LowRisk"
"224","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","LowRisk"
"3","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"221","A","A","A","A","B","A","B","A","A","A","A","AB","A","A","A","LowRisk"
"206","A","AB","A","A","AB","A","B","A","AB","A","A","A","B","A","B","LowRisk"
"178","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"135","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"44","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"289","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"539","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","MediumRisk"
"339","A","A","AB","A","BC","AB","A","B","BC","B","BC","A","B","AB","A","LowRisk"
"577","A","B","B","A","B","A","AB","BC","BC","BC","BC","A","AB","B","A","MediumRisk"
"128","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"195","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"16","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"97","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"342","A","BC","B","A","AB","AB","B","C","BC","BC","D","A","AB","AB","B","LowRisk"
"528","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","MediumRisk"
"64","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"374","A","AB","AB","B","A","A","A","B","A","A","B","A","A","A","A","LowRisk"
"310","A","AB","A","A","AB","A","AB","B","B","A","AB","B","B","A","B","LowRisk"
"578","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"79","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"39","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"436","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","MediumRisk"
"28","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"9","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"259","A","AB","A","A","AB","A","AB","A","A","A","A","A","AB","A","AB","LowRisk"
"330","A","B","AB","A","A","A","B","B","B","B","BC","A","A","A","BC","LowRisk"
"380","A","BC","AB","A","AB","A","BC","BC","C","B","BC","A","AB","A","AB","LowRisk"
"235","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"491","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"73","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"187","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"565","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"576","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","MediumRisk"
"505","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","MediumRisk"
"174","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"160","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"248","AB","B","A","AB","B","A","A","B","AB","A","A","A","B","A","B","LowRisk"
"241","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","LowRisk"
"552","A","B","B","A","B","A","AB","BC","BC","BC","BC","A","AB","B","A","MediumRisk"
"288","A","AB","AB","A","A","A","A","A","AB","A","A","A","AB","A","A","LowRisk"
"467","A","D","BC","B","B","A","BC","C","D","C","D","A","B","AB","BC","MediumRisk"
"55","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"118","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"558","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","MediumRisk"
"451","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","MediumRisk"
"418","A","BC","A","A","B","A","AB","BC","BC","C","AB","BC","C","AB","D","MediumRisk"
"242","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","LowRisk"
"148","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"33","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
