"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"110","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"35","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"76","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","HighRisk"
"207","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"129","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"320","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","LowRisk"
"329","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","LowRisk"
"133","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","HighRisk"
"300","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","LowRisk"
"375","A","A","AB","A","AB","A","AB","AB","B","AB","AB","A","A","A","A","LowRisk"
"268","A","BC","AB","AB","AB","A","A","B","BC","AB","A","A","BC","A","B","LowRisk"
"346","A","A","A","B","AB","A","AB","B","BC","A","A","AB","A","AB","A","LowRisk"
"40","A","C","C","A","AB","A","AB","B","C","AB","A","A","BC","B","BC","HighRisk"
"196","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","LowRisk"
"103","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"299","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"95","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"56","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","HighRisk"
"230","B","BC","A","A","B","A","A","BC","AB","B","A","A","BC","A","C","LowRisk"
"28","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"137","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"149","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"381","B","C","B","A","AB","AB","B","C","BC","BC","C","A","AB","AB","AB","LowRisk"
"97","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","HighRisk"
"141","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"274","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","LowRisk"
"139","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"254","A","A","A","AB","AB","B","AB","A","AB","AB","A","B","AB","A","B","LowRisk"
"260","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","LowRisk"
"173","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"116","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"337","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"262","AB","AB","A","A","AB","A","A","A","A","A","A","AB","AB","A","A","LowRisk"
"85","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"17","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"323","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"380","A","BC","AB","A","AB","A","BC","BC","C","B","BC","A","AB","A","AB","LowRisk"
"304","A","A","A","A","AB","A","AB","A","B","AB","AB","AB","B","A","B","LowRisk"
"316","A","B","AB","A","AB","A","A","AB","AB","AB","AB","B","AB","A","AB","LowRisk"
