"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"383","A","B","C","B","AB","AB","D","AB","BC","B","BC","AB","A","AB","B","LowRisk"
"79","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"360","A","AB","A","A","AB","A","A","C","B","B","BC","A","A","A","AB","LowRisk"
"30","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"303","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"252","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","LowRisk"
"319","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","LowRisk"
"114","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","HighRisk"
"289","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"75","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","HighRisk"
"217","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"67","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"301","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"306","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","LowRisk"
"218","A","AB","A","A","AB","A","AB","A","A","AB","AB","B","B","A","B","LowRisk"
"354","A","BC","A","A","B","B","BC","BC","BC","BC","BC","A","AB","AB","AB","LowRisk"
"378","A","A","AB","A","A","A","A","B","AB","AB","B","A","A","AB","AB","LowRisk"
"376","A","B","A","A","AB","A","BC","BC","BC","B","D","AB","AB","AB","AB","LowRisk"
"314","A","B","A","A","A","A","A","BC","BC","A","AB","A","B","A","A","LowRisk"
"356","A","B","AB","A","BC","A","AB","BC","BC","BC","C","A","A","A","BC","LowRisk"
"197","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"62","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","HighRisk"
"71","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"321","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"158","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"49","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"202","A","B","A","A","B","B","AB","AB","A","A","A","AB","B","A","B","LowRisk"
"270","A","BC","AB","AB","A","B","AB","B","B","AB","A","A","C","AB","BC","LowRisk"
"384","A","AB","AB","A","AB","A","B","AB","C","AB","BC","AB","AB","A","AB","LowRisk"
"176","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"285","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"194","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"222","A","AB","A","B","AB","B","A","AB","A","AB","AB","B","B","A","A","LowRisk"
"188","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"246","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"205","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","LowRisk"
"69","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","HighRisk"
"227","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","LowRisk"
"10","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","HighRisk"
