"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"89","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"160","A","A","AB","B","AB","A","AB","AB","AB","A","A","A","B","AB","A","LowRisk"
"238","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","MediumRisk"
"112","A","BC","A","AB","AB","A","AB","AB","BC","A","AB","A","B","AB","B","LowRisk"
"41","A","C","C","A","AB","A","AB","B","C","AB","A","A","BC","B","BC","HighRisk"
"199","AB","B","AB","A","BC","A","B","B","B","AB","AB","B","C","AB","A","MediumRisk"
"147","A","A","AB","A","B","A","BC","AB","C","B","B","A","A","A","A","LowRisk"
"174","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","MediumRisk"
"252","A","AB","AB","A","B","AB","AB","AB","A","AB","BC","A","AB","AB","AB","MediumRisk"
"128","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"19","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","HighRisk"
"193","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","MediumRisk"
"52","A","C","AB","A","B","A","BC","C","D","D","B","A","C","A","D","HighRisk"
"154","A","B","AB","A","AB","A","B","BC","BC","BC","C","A","A","AB","AB","LowRisk"
"84","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"151","A","BC","A","A","AB","A","AB","BC","AB","B","BC","A","A","A","A","LowRisk"
"186","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","MediumRisk"
"195","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","MediumRisk"
"81","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"138","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"114","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"192","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","MediumRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"85","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"39","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","HighRisk"
