"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"385","A","BC","A","A","AB","A","B","BC","B","B","BC","A","A","A","C","LowRisk"
"140","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"70","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"290","A","AB","A","A","B","A","A","A","AB","A","B","A","B","A","AB","LowRisk"
"54","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"278","A","C","AB","B","AB","A","AB","B","C","BC","BC","AB","BC","B","B","LowRisk"
"466","A","B","B","A","B","A","AB","BC","BC","BC","BC","A","AB","B","A","MediumRisk"
"487","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","MediumRisk"
"387","A","A","AB","B","AB","A","BC","AB","BC","BC","AB","A","A","AB","AB","LowRisk"
"408","A","C","A","B","AB","A","A","B","A","A","A","A","BC","B","C","MediumRisk"
"402","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","MediumRisk"
"247","A","B","A","A","A","A","AB","B","B","AB","A","B","B","A","B","LowRisk"
"136","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"572","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","MediumRisk"
"327","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"245","A","AB","A","A","BC","A","AB","AB","AB","AB","A","AB","BC","A","B","LowRisk"
"496","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","MediumRisk"
"540","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","MediumRisk"
"198","A","B","A","A","BC","B","AB","A","B","A","AB","AB","BC","B","AB","LowRisk"
"89","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"176","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"384","A","AB","AB","A","AB","A","B","AB","C","AB","BC","AB","AB","A","AB","LowRisk"
"56","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"133","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"155","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"284","A","B","AB","AB","AB","A","A","A","B","A","AB","A","B","B","AB","LowRisk"
"301","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"403","A","C","B","AB","AB","A","B","AB","C","C","AB","A","C","B","BC","MediumRisk"
"554","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","MediumRisk"
"579","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","MediumRisk"
"166","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"185","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"437","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","MediumRisk"
"416","A","C","A","AB","C","B","B","B","AB","BC","A","B","BC","AB","BC","MediumRisk"
"7","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"515","A","C","C","A","AB","A","AB","B","C","AB","A","A","BC","B","BC","MediumRisk"
"517","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","MediumRisk"
"2","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"23","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"501","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","MediumRisk"
"240","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","LowRisk"
"344","A","AB","AB","B","A","A","AB","B","B","AB","BC","A","A","B","AB","LowRisk"
"325","A","AB","BC","AB","AB","A","AB","A","C","A","AB","AB","B","A","A","LowRisk"
"522","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","MediumRisk"
"313","A","B","A","AB","C","A","AB","B","AB","A","AB","A","B","A","B","LowRisk"
"199","A","B","AB","AB","AB","A","AB","B","AB","A","AB","AB","BC","AB","C","LowRisk"
"232","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"458","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","MediumRisk"
"121","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"529","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"371","A","A","A","A","A","A","A","AB","A","AB","AB","A","A","A","A","LowRisk"
"548","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","MediumRisk"
"563","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","MediumRisk"
"564","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","MediumRisk"
"17","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"322","A","C","B","A","B","A","AB","BC","D","C","B","BC","BC","AB","C","LowRisk"
"88","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"30","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"22","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
