"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"205","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","LowRisk"
"333","A","A","AB","B","A","A","B","A","AB","A","B","A","A","A","A","LowRisk"
"145","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"536","A","BC","A","A","B","A","AB","BC","BC","C","AB","BC","C","AB","D","MediumRisk"
"86","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"431","A","B","AB","AB","AB","A","A","B","BC","A","AB","A","BC","A","D","MediumRisk"
"269","A","B","A","AB","AB","B","A","AB","A","A","AB","A","BC","A","B","LowRisk"
"161","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"348","A","B","A","A","B","A","B","BC","C","A","B","A","A","AB","A","LowRisk"
"80","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"443","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","MediumRisk"
"215","A","D","BC","B","AB","A","C","D","D","D","B","C","E","BC","D","LowRisk"
"399","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","MediumRisk"
"98","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"53","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"489","A","C","B","C","AB","A","BC","D","D","C","B","BC","C","B","D","MediumRisk"
"101","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"49","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"62","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"184","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"280","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","LowRisk"
"401","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","MediumRisk"
"257","A","AB","A","A","AB","B","A","A","A","A","AB","A","B","A","A","LowRisk"
"51","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"354","A","BC","A","A","B","B","BC","BC","BC","BC","BC","A","AB","AB","AB","LowRisk"
"36","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"351","A","A","A","A","AB","AB","A","A","B","AB","B","A","A","A","AB","LowRisk"
"450","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","MediumRisk"
"410","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","MediumRisk"
"281","A","AB","AB","A","AB","A","AB","B","BC","A","B","A","B","AB","B","LowRisk"
"568","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","MediumRisk"
"446","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","MediumRisk"
"85","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"390","A","BC","AB","A","AB","B","AB","C","BC","BC","D","AB","A","AB","A","LowRisk"
"146","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"123","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"100","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"164","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"273","A","B","A","AB","AB","A","A","BC","B","A","AB","AB","BC","AB","BC","LowRisk"
"524","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","MediumRisk"
"518","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","MediumRisk"
"459","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"47","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"32","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"8","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"31","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"116","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"360","A","AB","A","A","AB","A","A","C","B","B","BC","A","A","A","AB","LowRisk"
"266","A","B","A","A","BC","B","AB","AB","A","A","A","A","B","AB","A","LowRisk"
"299","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"272","A","B","AB","A","B","A","AB","B","BC","A","AB","A","B","A","A","LowRisk"
"122","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"430","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","MediumRisk"
"509","A","C","BC","A","A","A","B","C","D","D","AB","AB","D","A","D","MediumRisk"
"379","A","BC","B","A","AB","AB","B","BC","BC","B","C","A","AB","B","A","LowRisk"
"202","A","B","A","A","B","B","AB","AB","A","A","A","AB","B","A","B","LowRisk"
"493","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","MediumRisk"
"574","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","MediumRisk"
"442","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","MediumRisk"
