"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"169","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"461","A","C","A","A","AB","C","B","C","C","C","D","AB","B","A","B","MediumRisk"
"239","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","LowRisk"
"514","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","MediumRisk"
"547","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"27","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"306","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","LowRisk"
"516","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","MediumRisk"
"319","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","LowRisk"
"264","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","LowRisk"
"551","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","MediumRisk"
"261","A","AB","B","AB","AB","A","AB","A","BC","A","A","A","B","AB","A","LowRisk"
"389","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"328","A","B","A","AB","AB","A","A","AB","BC","A","AB","AB","B","A","B","LowRisk"
"59","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"513","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","MediumRisk"
"141","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"24","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"186","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"541","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","MediumRisk"
"503","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","MediumRisk"
"391","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","MediumRisk"
"361","A","BC","A","A","A","A","A","AB","AB","B","C","A","B","A","B","LowRisk"
"559","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","MediumRisk"
"368","A","B","AB","A","AB","A","BC","C","B","BC","C","A","A","AB","AB","LowRisk"
"397","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","MediumRisk"
"305","A","AB","AB","A","AB","A","AB","A","BC","AB","AB","A","B","A","BC","LowRisk"
"332","A","BC","AB","A","AB","AB","C","C","C","BC","D","A","AB","AB","AB","LowRisk"
"162","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"82","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"535","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","MediumRisk"
"500","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","MediumRisk"
"382","A","A","A","A","B","A","B","AB","B","BC","A","A","A","A","AB","LowRisk"
"440","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","MediumRisk"
"14","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"263","A","AB","AB","B","BC","A","B","AB","AB","A","AB","A","BC","AB","AB","LowRisk"
"417","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","MediumRisk"
"119","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"175","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"127","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"78","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"226","A","C","A","A","B","B","AB","B","B","A","AB","A","C","A","B","LowRisk"
"225","A","AB","A","A","AB","A","A","B","A","A","A","A","BC","A","AB","LowRisk"
"200","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","LowRisk"
"83","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"75","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"126","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"251","A","BC","AB","A","AB","A","B","AB","B","BC","A","AB","BC","AB","AB","LowRisk"
"143","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"460","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","MediumRisk"
"25","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"237","A","B","BC","AB","BC","A","B","A","BC","AB","AB","BC","BC","A","A","LowRisk"
"426","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","MediumRisk"
"65","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"298","AB","A","B","AB","AB","A","B","A","BC","AB","BC","AB","AB","A","A","LowRisk"
"110","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"68","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"398","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","MediumRisk"
"472","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","MediumRisk"
